keyword,theme,sub_theme,intent,corporate_transport_score,funding_intent_score,over_3m_score,financial_health_score,cpc_score,total_score,monthly_search_range,estimated_monthly_searches,competition,top_bid_low,top_bid_high,rank,recommended_match_type,initial_max_cpc,reason,risk,source,notes
運送業 借入 一本化,融資待ち・追加資金,借入整理,資金調達の見直し,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存借入がある法人の追加調達・条件見直し。,一本化可否は広告主・法令確認が必要,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送業 追加融資,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運賃 入金 資金繰り,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運賃 入金 遅い 資金繰り,入金ギャップ,運送会社明示,入金前の支払資金,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社を明示した回収サイト起点の資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運転資金 融資 実行 遅い 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運転資金 融資 借り換え 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運転資金 融資 断られた 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運転資金 融資 追加 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
荷主 支払い 遅い 運送会社,入金ギャップ,運送会社明示,入金前の支払資金,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社を明示した回収サイト起点の資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
荷主 入金 資金繰り,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
貨物運送会社 運転資金,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
貨物運送会社 追加融資,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
銀行融資 借り換え 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
元請 支払い 遅い 運送会社,入金ギャップ,運送会社明示,入金前の支払資金,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社を明示した回収サイト起点の資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
元請 入金 資金繰り,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
公庫融資 借り換え 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
事業拡大 運送会社 運転資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
事業拡大 運送会社 資金繰り,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
追加融資 実行 遅い 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
追加融資 借り換え 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
追加融資 断られた 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
追加融資 追加 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
尿素水 運送会社 支払い,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
尿素水 運送会社 支払い 資金繰り,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
保証協会 融資 借り換え 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,20,6,8,未評価,59,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ウイング車 リース 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,5,25,20,8,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ウイング車 リース 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,5,25,20,8,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ウイング車 ローン 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,5,25,20,8,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ウイング車 ローン 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,5,25,20,8,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ウイング車 ローン 否決,車両導入・増車,ローン・リース否決,車両導入の代替資金,5,25,20,8,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ユニック車 リース 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,5,25,20,8,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ユニック車 リース 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,5,25,20,8,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ユニック車 ローン 審査 落ち,車両導入・増車,ローン・リース否決,車両導入の代替資金,5,25,20,8,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ユニック車 ローン 組めない,車両導入・増車,ローン・リース否決,車両導入の代替資金,5,25,20,8,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ユニック車 ローン 否決,車両導入・増車,ローン・リース否決,車両導入の代替資金,5,25,20,8,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送業 資金調達,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,12,6,8,7,58,10–100,40,低,344,1101,B,KWP再調査後に判断,—,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,KWP raw 2026-08-11,検索数はKWPレンジ。推定検索数は安全側の換算値（0–10=4、10–100=40、100–1000=300、1000–10000=3000）。
受注増 運送会社 先行資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
受注増 運送業 資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規荷主 運送会社 先行資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規荷主 運送業 資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規受注 運送会社 先行資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規受注 運送業 資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
増便 運送会社 先行資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
増便 運送業 資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
増便 資金 運送会社,受注増・成長資金,運送特化表現,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,成長局面を明示するため審査健全度が比較的高い。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
繁忙期 運送会社 先行資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
繁忙期 運送業 資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,12,6,15,未評価,58,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ETCカード 法人 支払い,燃料・ETC,カード・引落,燃料・通行費の支払資金,15,20,12,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ETCカード 法人 支払い 資金繰り,燃料・ETC,カード・引落,燃料・通行費の支払資金,15,20,12,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック 事故車 買い替え 資金,修理・事故・稼働停止,事故・保険金待ち,事故後のつなぎ資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,事故・保険金待ちで売上停止と支払いが重なる局面。,損害賠償・保険相談だけの可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トレーラー 修理 資金,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
外注費 支払い 入金前,傭車・外注,協力会社・外注,協力会社等への支払原資,5,25,12,15,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック DPF 修理 資金,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック エンジン 修理 資金,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック クラッチ 修理 資金,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック ターボ 修理 資金,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック デフ 修理 資金,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック ミッション 修理 資金,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック ラジエーター 修理 資金,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック 修理 資金,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
大型トラック 冷凍機 修理 資金,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
燃料カード 支払い 入金前,燃料・ETC,カード・引落,燃料・通行費の支払資金,5,25,12,15,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
冷凍車 修理 資金,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,12,20,10,未評価,57,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック DPF 修理代 払えない,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック クラッチ 修理代 払えない,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック ターボ 修理代 払えない,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック デフ 修理代 払えない,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック ラジエーター 修理代 払えない,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック 修理代 一括 払えない,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック 修理費 一括 払えない,KWP再調査優先,短い業界シード,関連候補の発見,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,短い種語または高意図の自然文。単独出稿可否はKWP関連候補と検索語句で確認する。,短い種語は説明・会計意図も混在する,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック 修理費 払えない,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック 頭金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック 冷凍機 修理代 払えない,修理・事故・稼働停止,部品・重整備,稼働継続の緊急資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,エンジン・ミッション等の重整備は一括支払困難のシグナル。,修理方法の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 社会保険 払えない,人件費・保険,末期除外,審査困難,25,25,6,0,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,末期的な資金難・法的問題は初期出稿から外す。,審査健全度が低い,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 社会保険料 支払い 間に合わない,人件費・保険,先行固定費,固定費の一時的な資金不足,25,25,6,0,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,給与・保険料は先行しやすい固定費。,長期滞納・給与未払いは審査健全度が低い,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
中古トラック 頭金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
物流車両 頭金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
平ボディ トラック 頭金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,25,6,10,未評価,56,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ 購入 資金,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,12,20,8,未評価,55,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ 購入 自己資金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,12,20,8,未評価,55,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ 買い替え 資金,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,12,20,8,未評価,55,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック 購入 資金,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,12,20,8,未評価,55,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック 購入 自己資金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,12,20,8,未評価,55,未調査,,CPC不明,CPC不明,CPC不明,B,KWP再調査後に判断,—,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
